fullcurrname,CAS_SPC
Bryconops imitator,67188
Etheostoma lawrencei,67189
Parotocinclus prata,67190
Sinogastromyzon nantaiensis,67191
Parasphaerichthys lineatus,67192
Chromidotilapia mrac,67193
Odontesthes piquava,67194
Odontesthes bicudo,67195
Odontesthes ledae,67196
Ituglanis passensis,67197
Parotocinclus jumbo,67198
Moenkhausia levidorsa,67199
Badis chittagongis,67200
Badis kanabos,67201
Badis khwae,67202
Badis ferrarisi,67203
Badis blosyrus,67204
Badis corycaeus,67205
Badis pyema,67206
Badis kyar,67207
Dario hysginon,67208
Dario dayingensis,67209
Teleocichla centisquama,67210
Listrura boticario,67211
Aspidoras velites,67212
Bryconamericus uporas,67213
Apistogramma rubrolineata,67214
Hemigrammus neptunus,67215
Moenkhausia dorsinuda,67217
Derhamia hoffmannorum,67218
Etmopterus caudistigmus,67220
Etmopterus dianthus,67221
Etmopterus dislineatus,67222
Etmopterus evansi,67224
Etmopterus fusus,67225
Etmopterus pseudosqualiolus,67226
Hydrolagus trolli,67227
Pseudoplesiops immaculatus,67228
Pseudoplesiops occidentalis,67229
Acheilognathus binidentatus,67230
Harpagifer nybelini,67231
Centrodraco abstractum,67232
Callionymus ogilbyi,67233
Odontamblyopus rebecca,67234
Sphyraena sphyraena,67235
Opsarius chatricensis,67236
Cynoscion regalis,67238
Parupeneus insularis,67240
Psalidodon leonidas,67242
Psalidodon troya,67243
Bryconamericus poi,67244
Lile nigrofasciata,67245
Hemimyzon pengi,67246
Triplophysa alexandrae,67247
Triplophysa aquaecaeruleae,67248
Triplophysa hexiensis,67249
Triplophysa hialmari,67250
Opsariichthys dienbienensis,67251
Opsariichthys songmaensis,67252
Saurogobio dabryi,67253
Apricaphanius baeticus,67255
Pavoclinus caeruleopunctatus,67257
Cirrhilabrus bathyphilus,67258
Halichoeres salmofasciatus,67259
Iniistius auropunctatus,67260
Dipturus mennii,67262
Galeus mincaronei,67263
Schroederichthys saurisqualus,67264
Onigocia bimaculata,67265
Eumicrotremus lindbergi,67267
Normichthys herringi,67270
Pangasius mahakamensis,67271
Pangasius elongatus,67272
Tometes makue,67273
Cyprinodon esconditus,67275
Pentapodus aureofasciatus,67276
Gymnoamblyopus novaeguineae,67278
Pangasius mekongensis,67279
Pangasius sabahensis,67280
Balistes capriscus,67281
Salvelinus namaycush,67282
Anarhichas minor,67283
Paraulopus novaeseelandiae,67284
Paraulopus okamurai,67285
Emblemaria australis,67286
Halichoeres socialis,67287
Puntigrus tetrazona,67289
Gephyroberyx darwinii,67290
Parakysis notialis,67291
Ellopostoma mystax,67292
Lampetra richardsoni,67294
Minysicya caudimaculata,67296
Psalidodon ita,67297
Poecilia mechthildae,67298
Cottoclinus canops,67300
Carassius auratus,67301
Coregonus lavaretus,67303
Zaireichthys heterurus,67304
Dolichamphilius longiceps,67305
Psammphiletria nasuta,67306
Psammphiletria delicata,67307
Tetracamphilius pectinatus,67308
Tetracamphilius clandestinus,67309
Lepisosteus platostomus,67311
NULL,67312
Apogon erythrosoma,67313
Epinephelus fasciatus,67314
Petrocephalus balayi,67315
Aphyocharax yekwanae,67316
Parambassis pulcinella,67317
Gila brevicauda,67318
Etia nguti,67319
Lethrinops turneri,67320
Anatolichthys villwocki,67321
Apistogramma martini,67322
Demissolinea novaeguineensis,67323
Narcine atzi,67324
Glyptothorax zhujiangensis,67325
Poecilia koperi,67326
Poecilia boesemani,67327
Poecilia wandae,67328
Poecilia mexicana,67329
Ostorhinchus brevispinis,67332
Ostorhinchus regula,67333
Ompok pinnatus,67335
Halidesmus socotraensis,67336
NULL,67337
Cyprinus carpio,67338
Ghatsa santhamparaiensis,67339
Gymnogobius opperiens,67340
Scophthalmus maeoticus,67341
Scophthalmus maeoticus,67342
Sphyraena sphyraena,67344
Clinitrachus argentatus,67346
Gobius ophiocephalus,67347
NULL,67349
Neomerinthe erostris,67350
Delminichthys krbavensis,67351
Delminichthys jadovensis,67352
Polynemus aquilonaris,67353
NULL,67354
NULL,67355
Oreoleuciscus angusticephalus,67356
Romanogobio tanaiticus,67357
Agonomalus jordani,67358
Sinocyclocheilus qiubeiensis,67359
Sinocyclocheilus qiubeiensis,67360
Careproctus reinhardti,67364
Liparis zonatus,67366
Liparis bathyarcticus,67367
Liparis montagui,67368
Cryptacanthodes maculatus,67369
Hypsolebias flagellatus,67370
Hypsolebias delucai,67371
Hypsolebias brunoi,67372
Ancistomus spilomma,67373
Ancistomus micrommatos,67374
Ancistomus spinosissimus,67376
Haplochromis oligolepis,67377
Haplochromis akika,67378
Apionichthys rosai,67379
Apionichthys menezesi,67380
Apionichthys seripierriae,67381
Apionichthys sauli,67382
Neolissochilus subterraneus,67383
Schistura deansmarti,67384
Schistura spiesi,67385
NULL,67386
Paraliparis albeolus,67388
Liparis alboventer,67389
Careproctus cryptacanthoides,67390
Careproctus cypseluroides,67391
Liparis eos,67392
Liparis lindbergi,67393
NULL,67394
Liparis maculatus,67395
Liparis quasimodo,67397
NULL,67398
Liparis rotundirostris,67399
Careproctus seraphimae,67400
NULL,67401
Liparis tunicatiformis,67402
Syngnathus NULL,67403
Parasalmo clarkii,67404
Parasalmo clarkii,67405
Trimma annosum,67407
Hippocampus NULL,67408
Garra tengchongensis,67409
Tomocichla asfraci,67410
Cincelichthys ufermanni,67411
Maylandia pulpican,67412
Amatitlania altoflava,67413
Sciaenochromis fryeri,67414
Anabarilius paucirastellus,67415
Apareiodon argenteus,67416
Apareiodon cavalcante,67417
Apareiodon tigrinus,67418
Pachycara andersoni,67419
Pachycara arabica,67420
Mystus impluviatus,67421
Schizothorax NULL,67422
Phallichthys fairweatheri,67423
Nothobranchius nubaensis,67424
Anabarilius liui,67425
Paraulopus atripes,67426
Cristatogobius rubripectoralis,67427
Bregmaceros mcclellandi,67428
Chlopsis slusserorum,67430
Chlopsis bidentatus,67431
Lycenchelys maoriensis,67432
Pethia yuensis,67433
NULL,67435
Pethia meingangbii,67436
Haludaria kannikattiensis,67438
Discolabeo wuluoheensis,67439
Mola NULL,67440
Simpsonichthys cholopteryx,67442
Starksia leucovitta,67443
Starksia melasma,67444
Starksia multilepis,67445
Starksia rava,67446
Starksia sella,67447
Starksia smithvanizi,67448
NULL,67449
Sinocrossocheilus labiatus,67450
Pseudocrossocheilus papillolabrus,67451
Pseudocrossocheilus nigrovittatus,67452
Pseudocrossocheilus longibullus,67453
Myripristis earlei,67454
Trichomycterus celsae,67455
Trichomycterus lewi,67456
Cobitis hankugensis,67457
Lethrinus ravus,67459
Thalassoma nigrofasciatum,67461
Trimma volcana,67462
Trimma lantana,67464
Melanorivulus paracatuensis,67465
Apteronotus caudimaculosus,67467
Ophidion antipholus,67468
Ophidion guianense,67469
Ophidion dromio,67470
Ophidion puck,67471
Bryconamericus yokiae,67472
Hemibrycon andresoi,67473
Grundulus cochae,67475
Hippocampus denise,67476
Bryconamericus guizae,67478
Bryconamericus huilae,67479
Gymnotus ucamara,67481
Clarias insolitus,67483
Hemipsilichthys nimius,67484
Bryconamericus macrophthalmus,67486
Bryconamericus orinocoensis,67487
Bryconamericus subtilisform,67488
Sphyraena viridensis,67489
Gymnotus choco,67490
Gymnotus esmeraldas,67491
Gymnotus henni,67492
Gymnotus paraguensis,67493
Gymnotus tigre,67494
Gymnotus javari,67495
Gymnotus panamensis,67496
Pterygotrigla amaokai,67499
Pterygotrigla draiggoch,67500
Pterygotrigla elicryste,67501
Pterygotrigla hafizi,67502
Pterygotrigla soela,67503
Pterygotrigla urashimai,67504
Hippocampus colemani,67505
Etheostoma basilare,67507
Etheostoma derivativum,67508
Lithogenes valencia,67509
Etheostoma cervus,67510
Creagrutus tuyuka,67511
Curculionichthys insperatus,67514
Taeniamia flavofasciata,67516
Piabina anhembi,67517
Diapoma itaimbe,67519
Diapoma dicropotamicus,67520
Diapoma tipiaia,67521
Diapoma lepiclastum,67522
Diapoma alegretense,67523
Diapoma uruguayense,67524
Kryptopterus geminus,67525
Galaxias macronasus,67526
Cirrhimuraena yuanding,67528
NULL,67529
Merluccius hubbsi,67532
Atractodenchelys robinsorum,67533
Misgurnus mohoity,67534
Mataeocephalus cristatus,67535
Mataeocephalus kotlyari,67536
Oxycheilinus lineatus,67537
Oxycheilinus nigromarginatus,67538
Sisor chennuah,67539
Sisor rheophilus,67540
Sisor torosus,67541
Arapaima gigas,67543
Chiloconger philippinensis,67544
Kenyaconger heemstrai,67545
Leporinus gomesi,67546
Leporinus aripuanaensis,67547
Hyphessobrycon santae,67549
Moenkhausia lopesi,67551
Liparis liparis,67552
Liparis NULL,67553
Liparis NULL,67554
Periophthalmus walailakae,67555
Gymnelopsis humilis,67556
Bryconamericus lassorum,67558
Arius festinus,67560
Arius uncinatus,67561
Hemiarius verrucosus,67562
Photopectoralis panayensis,67563
Cocotropus keramaensis,67564
Trichiurus nickolensis,67565
Microcottus matuaensis,67566
Corydoras bilineatus,67571
Lophiosilurus alexandri,67572
Chasmocranus lopezae,67574
Pimelodella martinezi,67575
Myloplus schomburgkii,67577
Xyliphius barbatus,67578
Trichomycterus spelaeus,67579
Cambeva stawiarski,67580
Corydoras cruziensis,67581
Oxyropsis wrightiana,67582
Lasiancistrus schomburgkii,67595
Panaque cochliodon,67596
Genidens machadoi,67598
Ageneiosus militaris,67599
Paraliparis obliquosus,67601
Clarias kapuasensis,67602
Clarias pseudoleiacanthus,67603
Amphilophus amarillo,67604
Amphilophus sagittae,67605
Amphilophus xiloaensis,67606
Apistogramma borellii,67607
Mayaheros urophthalmus,67608
Feia ranta,67609
Paracheilinus rubricaudalis,67610
Cirrhilabrus marjorie,67611
Spectrolebias reticulatus,67612
Pomacentrus rodriguesensis,67613
Astyanax turmalinensis,67614
Helcogramma albimacula,67615
Helcogramma cerasina,67616
Helcogramma desa,67617
Helcogramma lacuna,67618
Helcogramma nesion,67619
Helcogramma nigra,67620
Helcogramma randalli,67621
Moema quiii,67622
Scarus iseri,67623
Prosomyleus rhomboidalis,67625
Hypostomus scaphyceps,67630
Pseudacanthicus histrix,67632
Gambusia clarkhubbsi,67633
Australoheros scitulus,67634
Lumpenopsis clitella,67635
Symphurus bathyspilus,67637
Liparis adiastolus,67638
Cyphotilapia frontosa,67639
Engyprosopon mozambiquense,67640
Tomicodon briggsi,67641
Tomicodon clarkei,67642
Tomicodon cryptus,67643
Tomicodon lavettsmithi,67644
Tomicodon leurodiscus,67645
Aphredoderus sayanus,67647
Corydoras tukano,67648
Isbrueckerichthys epakmos,67650
Lophiobrycon weitzmani,67651
Hyphessobrycon langeanii,67652
Hyphessobrycon eilyos,67653
Hyphessobrycon weitzmanorum,67654
Entomocorus melaphareus,67655
Cephalopholis taeniops,67656
Serranus tigrinus,67657
Planaltina glandipedis,67659
Planaltina britskii,67660
Lactophrys NULL,67661
Cetopsidium orientale,67662
Luciobarbus capito,67665
Micronema platypogon,67666
Botia kubotai,67667
Leptobotia taeniops,67668
Cynopotamus kincaidi,67669
Clarias nigricans,67670
Argyripnus pharos,67673
Akysis clavulus,67691
Andromakhe saguazu,67693
Trichomycterus yuska,67694
Phoxinellus pseudalepidotus,67695
Apteronotus eschmeyeri,67696
Cyprinus carpio,67697
Moema heterostigma,67701
Pomacentrus aurifrons,67706
Acestrorhynchus falcatus,67707
Acestrorhynchus microlepis,67708
Acestrorhynchus minimus,67709
Acestrorhynchus grandoculis,67710
Acestrorhynchus microlepis,67711
Acestrorhynchus falcirostris,67712
Acestrorhynchus heterolepis,67713
Acestrorhynchus microlepis,67714
Acestrorhynchus nasutus,67715
Acestrorhynchus microlepis,67716
Coregonus albula,67718
Coregonus trybomi,67721
Coregonus lucinensis,67723
Coregonus fontanae,67724
Danionella translucida,67725
Danionella mirifica,67726
Sewellia marmorata,67727
Sewellia diardi,67728
Sewellia elongata,67729
Sewellia speciosa,67730
Sewellia pterolineata,67731
Sewellia breviventralis,67732
Sewellia patella,67733
Sewellia albisuera,67734
Pareiorhina carrancas,67737
Pareiorhina rudolphi,67738
Pareiorhina rudolphi,67739
Papuligobius ocellatus,67741
Papuligobius uniporus,67742
Corydoras ehrhardti,67743
Corydoras paleatus,67744
Otocinclus flexilis,67745
Corydoras garbei,67746
Otocinclus xakriaba,67747
Otocinclus mimulus,67748
Corydoras diphyes,67749
Rhamdia guatemalensis,67750
Rhamdia laticauda,67751
Rhamdia reddelli,67752
Rhamdia zongolicensis,67753
Rhamdia macuspanensis,67754
Rhamdia laluchensis,67755
Trichomycterus candidus,67756
Trichomycterus vermiculatus,67757
Trichomycterus brasiliensis,67758
Trichomycterus mimonha,67759
Trichomycterus mirissumba,67760
Trichomycterus potschi,67761
Schistura pridii,67763
Ituglanis nebulosus,67764
Latris pacifica,67767
Latris lineata,67768
Polynemus kapuasensis,67770
Acrochordonichthys gyrinus,67771
Hypostomus ericius,67772
Hypostomus hemicochliodon,67773
Hypostomus pagei,67774
Hypostomus sculpodon,67775
Chromidotilapia melaniae,67776
Chromidotilapia nana,67777
Parananochromis axelrodi,67778
Parananochromis brevirostris,67779
Parananochromis ornatus,67780
Neolamprologus devosi,67781
Pseudoplesiops wassi,67782
Peckoltia sabaji,67783
Sebastes norvegicus,67784
Pseudolaguvia tenebricosa,67785
Sparisoma tuiupiranga,67786
Hyphessobrycon scutulatus,67787
Creteuchiloglanis macropterus,67788
Pareuchiloglanis rhabdura,67789
NULL,67790
Ctenogobiops formosa,67791
Ctenogobiops tongaensis,67792
Liparis fabricii,67793
Percopsis omiscomaycus,67794
Paraliparis thalassobathyalis,67795
Etheostoma longimanum,67796
Atherina boyeri,67797
Atherina NULL,67798
Triplophysa gundriseri,67799
Triplophysa gundriseri,67800
Triplophysa chandagaitensis,67801
Placocheilus caudofasciatus,67802
Brachyhypopomus jureiae,67803
Pollimyrus marianne,67804
Glossamia timika,67805
Telmatochromis brachygnathus,67806
Oxyeleotris stagnicola,67807
Parotocinclus planicauda,67808
Malapterurus barbatus,67809
Malapterurus monsembeensis,67810
Malapterurus melanochir,67811
Malapterurus tanoensis,67812
Malapterurus occidentalis,67813
Malapterurus tanganyikaensis,67814
Malapterurus punctatus,67815
Malapterurus leonensis,67816
Malapterurus teugelsi,67817
Malapterurus thysi,67818
Malapterurus shirensis,67819
Paradoxoglanis caudivittatus,67820
Paradoxoglanis cryptus,67821
Paradoxoglanis parvus,67822
Ompok rhadinurus,67823
Roeboides margareteae,67824
Roeboides araguaito,67825
Batasio sharavatiensis,67826
Bryconamericus carlosi,67827
Chalceus spilogyros,67829
Chalceus epakros,67830
Bryconamericus pyahu,67831
Chalceus guaporensis,67832
Nannaethiops bleheri,67834
Epiplatys chaperi,67835
Xiphophorus kallmani,67836
Apistogramma acrensis,67837
Apistogramma inornata,67838
Apistogramma similis,67839
Apistogramma tucurui,67840
Apistogramma velifera,67841
Rineloricaria aurata,67842
Barbatula golubtsovi,67843
Barbatula dgebuadzei,67844
Clupisoma roosae,67845
Encheliophis chardewalli,67846
Moenkhausia bonita,67847
Oneirodes pietschi,67848
Steatogenys ocellatus,67849
Wallagonia micropogon,67851
Bufoceratias shaoi,67852
Eustomias jimcraddocki,67853
Paramisgurnus dabryanus,67858
Girardinichthys ireneae,67859
Urolophus deforgesi,67865
Urolophus neocaledoniensis,67866
Urolophus papilio,67867
Urolophus piperatus,67868
Scleropages formosus,67874
Scleropages formosus,67875
Scleropages formosus,67876
Tomiyamichthys smithi,67887
Julidochromis regani,67889
Akko rossi,67890
Fundulopanchax gresensi,67891
Sinibrama longianalis,67892
Benthobatis yangi,67893
Rakthamichthys digressus,67894
Mesonoemacheilus remadeviae,67895
Gymnothorax ryukyuensis,67896
Novaculops halsteadi,67897
Kryptopterus paraschilbeides,67899
Ophthalmolebias suzarti,67900
Laimosemion amanapira,67902
Wallaceochromis signatus,67903
Wallaceochromis rubrolabiatus,67904
Geophagus abalios,67905
Geophagus dicrozoster,67906
Geophagus winemilleri,67907
Acanthoplesiops naka,67908
Aseraggodes steinitzi,67909
Laimosemion uakti,67910
Laimosemion roemeri,67912
Liparis liparis,67914
Liparis liparis,67915
Liparis liparis,67916
Liparis liparis,67917
Liparis liparis,67918
Liparis liparis,67919
Liparis liparis,67920
Sebastes kiyomatsui,67921
Adrianichthys roseni,67922
Oryzias nebulosus,67923
Kyphosus sectatrix,67924
Kyphosus hawaiiensis,67925
Soleichthys maculosus,67926
Liparis NULL,67927
Paraliparis devriesi,67928
Liparis grebnitzkii,67929
Moema claudiae,67930
Moema schleseri,67931
Moema manuensis,67932
Emblemariopsis dianae,67933
Amblyeleotris fasciata,67934
Moema nudifrontata,67935
Amblyeleotris biguttata,67936
Amblyeleotris ellipse,67937
Amblyeleotris bellicauda,67938
Amblyeleotris stenotaeniata,67939
Kiunga bleheri,67940
Chaetodontoplus vanderloosi,67941
Ichthyapus insularis,67942
Anablepsoides caurae,67944
Melanorivulus parnaibensis,67952
Moema hellneri,67953
Moema quiii,67954
Rubicundus lakeside,67955
Coelorinchus vityazae,67956
Creagrutus varii,67957
Cambeva naipi,67958
Trichomycterus papilliferus,67959
Cambeva mboycy,67960
Cambeva taroba,67961
Cambeva plumbea,67962
Apistogramma alacrina,67963
Psednos rossi,67965
Cocotropus richeri,67966
Romanogobio parvus,67967
Bryconamericus ikaa,67968
Batasio elongatus,67969
Kryptopterus piperatus,67970
Traccatichthys zispi,67972
Paraliparis vaillanti,67973
Psalidodon pynandi,67974
Myleus planquettei,67975
Salaria economidisi,67976
Austrolebias arachan,67977
Andromakhe latens,67978
Iodotropheus sprengerae,67979
Chetia brevicauda,67981
Asterorhombus filifer,67982
Brachymystax lenok,67984
Clarias pseudonieuhofii,67985
Parioglossus galzini,67986
Sternopygus branco,67987
Parapercis australis,67988
Parapercis lineopunctata,67989
Coelorinchus leptorhinus,67990
Bathyraja mariposa,67991
Pimelodella spelaea,67992
Bathyraja cousseauae,67993
Callichthys serralabium,67994
Coelorinchus sheni,67995
Eptatretus luzonicus,67996
Eptatretus moki,67997
Eptatretus walkeri,67998
Andromakhe tupi,68001
Microsynodontis armatus,68014
Microsynodontis laevigatus,68017
Microsynodontis emarginatus,68018
Microsynodontis hirsutus,68019
Microsynodontis nannoculus,68020
Microsynodontis nasutus,68021
Microsynodontis notatus,68025
Microsynodontis vigilis,68027
Hemiancistrus votouro,68034
Hemiancistrus meizospilos,68035
Merluccius merluccius,68038
Callogobius trifasciatus,68039
Ariosoma gnanadossi,68043
Oxyurichthys ophthalmonema,68045
Austrolebias varzeae,68048
Laimosemion kirovskyi,68049
Trimma agrena,68053
Trimma fangi,68054
Betta aurigans,68055
Haplochromis paradoxus,68056
Hippopotamyrus szaboi,68057
Poropanchax stigmatopygus,68058
Oreoglanis macronemus,68060
Rita macracanthus,68062
Pholidochromis cerasina,68063
Gunterichthys bussingi,68064
Gunterichthys coheni,68065
Ogilbichthys ferocis,68066
Ogilbichthys haitiensis,68067
Ogilbichthys kakuki,68068
Ogilbichthys longimanus,68069
Ogilbichthys microphthalmus,68070
Ogilbichthys puertoricoensis,68071
Ogilbichthys tobagoensis,68072
Pseudogilbia sanblasensis,68073
Soleichthys serpenpellis,68074
Soleichthys oculofasciatus,68075
Schindleria brevipinguis,68076
Xenisthmus chi,68077
Xenisthmus eirospilus,68078
Xenisthmus semicinctus,68079
Eviota hoesei,68080
Eviota readerae,68081
Alabes elongata,68082
Alabes gibbosa,68083
Alabes obtusirostris,68084
Alabes occidentalis,68085
Alabes scotti,68086
Goniistius francisi,68087
Roa australis,68088
Toxotes kimberleyensis,68089
Opistognathus alleni,68090
Opistognathus seminudus,68091
Opistognathus stigmosus,68092
Opistognathus elizabethensis,68093
Opistognathus verecundus,68094
Aptychotrema timorensis,68095
Rhinobatos sainsburyi,68097
Opistognathus reticeps,68098
Pseudopataecus taenianotus,68099
Cocotropus microps,68100
